"Participant","Results.reception.time","Controller.name","Order.number.of.item","Inner.element.number","Label","Latin.Square.Group","PennElementType","PennElementName","Parameter","EventTime","id","Item","Item2","Condition","Factor1","Factor2","Factor3","Comments","Country","Fluent","School","Home","English","Rating","z","Antecedent","Noun"
"17ecfe7408eef32f0cbbb542c69166be",1673745932,"PennController",32,0,"experiment","NULL","Scale","Scale","Choice",1673745664892,"5f34c4870288603e56eccc60","22","t22","a","each","person","boast","NULL","Illinois","English","English","English","English",4,-0.320256307610174,"each","person"
"17ecfe7408eef32f0cbbb542c69166be",1673745932,"PennController",29,0,"experiment","NULL","Scale","Scale","Choice",1673745716575,"5f34c4870288603e56eccc60","19","t19","d","all","people","worry","NULL","Illinois","English","English","English","English",5,0.160128153805087,"all","people"
"17ecfe7408eef32f0cbbb542c69166be",1673745932,"PennController",23,0,"experiment","NULL","Scale","Scale","Choice",1673745730929,"5f34c4870288603e56eccc60","13","t13","b","each","people","claim","NULL","Illinois","English","English","English","English",5,0.160128153805087,"each","people"
"17ecfe7408eef32f0cbbb542c69166be",1673745932,"PennController",34,0,"experiment","NULL","Scale","Scale","Choice",1673745740061,"5f34c4870288603e56eccc60","24","t24","c","all","person","think","NULL","Illinois","English","English","English","English",4,-0.320256307610174,"all","person"
"17ecfe7408eef32f0cbbb542c69166be",1673745932,"PennController",22,0,"experiment","NULL","Scale","Scale","Choice",1673745773834,"5f34c4870288603e56eccc60","12","t12","c","all","person","think","NULL","Illinois","English","English","English","English",6,0.640512615220348,"all","person"
"17ecfe7408eef32f0cbbb542c69166be",1673745932,"PennController",12,0,"experiment","NULL","Scale","Scale","Choice",1673745780405,"5f34c4870288603e56eccc60","2","t02","a","each","person","believe","NULL","Illinois","English","English","English","English",6,0.640512615220348,"each","person"
"17ecfe7408eef32f0cbbb542c69166be",1673745932,"PennController",17,0,"experiment","NULL","Scale","Scale","Choice",1673745786463,"5f34c4870288603e56eccc60","7","t07","d","all","people","believe","NULL","Illinois","English","English","English","English",6,0.640512615220348,"all","people"
"17ecfe7408eef32f0cbbb542c69166be",1673745932,"PennController",28,0,"experiment","NULL","Scale","Scale","Choice",1673745791804,"5f34c4870288603e56eccc60","18","t18","a","each","person","profess","NULL","Illinois","English","English","English","English",7,1.12089707663561,"each","person"
"17ecfe7408eef32f0cbbb542c69166be",1673745932,"PennController",18,0,"experiment","NULL","Scale","Scale","Choice",1673745806440,"5f34c4870288603e56eccc60","8","t08","c","all","person","claim","NULL","Illinois","English","English","English","English",5,0.160128153805087,"all","person"
"17ecfe7408eef32f0cbbb542c69166be",1673745932,"PennController",26,0,"experiment","NULL","Scale","Scale","Choice",1673745815773,"5f34c4870288603e56eccc60","16","t16","c","all","person","believe","NULL","Illinois","English","English","English","English",7,1.12089707663561,"all","person"
"17ecfe7408eef32f0cbbb542c69166be",1673745932,"PennController",24,0,"experiment","NULL","Scale","Scale","Choice",1673745846243,"5f34c4870288603e56eccc60","14","t14","a","each","person","think","NULL","Illinois","English","English","English","English",7,1.12089707663561,"each","person"
"17ecfe7408eef32f0cbbb542c69166be",1673745932,"PennController",21,0,"experiment","NULL","Scale","Scale","Choice",1673745860427,"5f34c4870288603e56eccc60","11","t11","d","all","people","worry","NULL","Illinois","English","English","English","English",6,0.640512615220348,"all","people"
"17ecfe7408eef32f0cbbb542c69166be",1673745932,"PennController",31,0,"experiment","NULL","Scale","Scale","Choice",1673745867246,"5f34c4870288603e56eccc60","21","t21","b","each","people","claim","NULL","Illinois","English","English","English","English",5,0.160128153805087,"each","people"
"21a80a1cb82ac4a05d8ceffea5cda60f",1673770881,"PennController",26,0,"experiment","NULL","Scale","Scale","Choice",1673770287805,"62da4563028fbcadf46412bc","16","t16","d","all","people","believe","NULL","Michigan","English","English","English","English",6,0.788599645075587,"all","people"
"21a80a1cb82ac4a05d8ceffea5cda60f",1673770881,"PennController",12,0,"experiment","NULL","Scale","Scale","Choice",1673770299800,"62da4563028fbcadf46412bc","2","t02","b","each","people","believe","NULL","Michigan","English","English","English","English",7,1.31742528942039,"each","people"
"21a80a1cb82ac4a05d8ceffea5cda60f",1673770881,"PennController",23,0,"experiment","NULL","Scale","Scale","Choice",1673770373900,"62da4563028fbcadf46412bc","13","t13","c","all","person","claim","NULL","Michigan","English","English","English","English",7,1.31742528942039,"all","person"
"21a80a1cb82ac4a05d8ceffea5cda60f",1673770881,"PennController",22,0,"experiment","NULL","Scale","Scale","Choice",1673770380057,"62da4563028fbcadf46412bc","12","t12","d","all","people","think","NULL","Michigan","English","English","English","English",6,0.788599645075587,"all","people"
"21a80a1cb82ac4a05d8ceffea5cda60f",1673770881,"PennController",34,0,"experiment","NULL","Scale","Scale","Choice",1673770397353,"62da4563028fbcadf46412bc","24","t24","d","all","people","think","NULL","Michigan","English","English","English","English",7,1.31742528942039,"all","people"
"21a80a1cb82ac4a05d8ceffea5cda60f",1673770881,"PennController",13,0,"experiment","NULL","Scale","Scale","Choice",1673770411936,"62da4563028fbcadf46412bc","3","t03","a","each","person","profess","NULL","Michigan","English","English","English","English",5,0.259774000730782,"each","person"
"21a80a1cb82ac4a05d8ceffea5cda60f",1673770881,"PennController",17,0,"experiment","NULL","Scale","Scale","Choice",1673770424398,"62da4563028fbcadf46412bc","7","t07","a","each","person","believe","NULL","Michigan","English","English","English","English",5,0.259774000730782,"each","person"
"21a80a1cb82ac4a05d8ceffea5cda60f",1673770881,"PennController",18,0,"experiment","NULL","Scale","Scale","Choice",1673770430436,"62da4563028fbcadf46412bc","8","t08","d","all","people","claim","NULL","Michigan","English","English","English","English",2,-1.32670293230364,"all","people"
"21a80a1cb82ac4a05d8ceffea5cda60f",1673770881,"PennController",16,0,"experiment","NULL","Scale","Scale","Choice",1673770436906,"62da4563028fbcadf46412bc","6","t06","b","each","people","boast","NULL","Michigan","English","English","English","English",5,0.259774000730782,"each","people"
"21a80a1cb82ac4a05d8ceffea5cda60f",1673770881,"PennController",21,0,"experiment","NULL","Scale","Scale","Choice",1673770474786,"62da4563028fbcadf46412bc","11","t11","a","each","person","worry","NULL","Michigan","English","English","English","English",7,1.31742528942039,"each","person"
"21a80a1cb82ac4a05d8ceffea5cda60f",1673770881,"PennController",14,0,"experiment","NULL","Scale","Scale","Choice",1673770533520,"62da4563028fbcadf46412bc","4","t04","d","all","people","claim","NULL","Michigan","English","English","English","English",5,0.259774000730782,"all","people"
"21a80a1cb82ac4a05d8ceffea5cda60f",1673770881,"PennController",25,0,"experiment","NULL","Scale","Scale","Choice",1673770543685,"62da4563028fbcadf46412bc","15","t15","a","each","person","boast","NULL","Michigan","English","English","English","English",3,-0.79787728795883,"each","person"
"21a80a1cb82ac4a05d8ceffea5cda60f",1673770881,"PennController",15,0,"experiment","NULL","Scale","Scale","Choice",1673770596018,"62da4563028fbcadf46412bc","5","t05","c","all","person","worry","NULL","Michigan","English","English","English","English",4,-0.269051643614024,"all","person"
"21a80a1cb82ac4a05d8ceffea5cda60f",1673770881,"PennController",29,0,"experiment","NULL","Scale","Scale","Choice",1673770603258,"62da4563028fbcadf46412bc","19","t19","a","each","person","worry","NULL","Michigan","English","English","English","English",3,-0.79787728795883,"each","person"
"21a80a1cb82ac4a05d8ceffea5cda60f",1673770881,"PennController",33,0,"experiment","NULL","Scale","Scale","Choice",1673770627928,"62da4563028fbcadf46412bc","23","t23","a","each","person","believe","NULL","Michigan","English","English","English","English",5,0.259774000730782,"each","person"
"21a80a1cb82ac4a05d8ceffea5cda60f",1673770881,"PennController",32,0,"experiment","NULL","Scale","Scale","Choice",1673770659092,"62da4563028fbcadf46412bc","22","t22","b","each","people","boast","NULL","Michigan","English","English","English","English",6,0.788599645075587,"each","people"
"21a80a1cb82ac4a05d8ceffea5cda60f",1673770881,"PennController",30,0,"experiment","NULL","Scale","Scale","Choice",1673770669939,"62da4563028fbcadf46412bc","20","t20","d","all","people","profess","NULL","Michigan","English","English","English","English",6,0.788599645075587,"all","people"
"21a80a1cb82ac4a05d8ceffea5cda60f",1673770881,"PennController",19,0,"experiment","NULL","Scale","Scale","Choice",1673770699652,"62da4563028fbcadf46412bc","9","t09","c","all","person","boast","NULL","Michigan","English","English","English","English",4,-0.269051643614024,"all","person"
"21a80a1cb82ac4a05d8ceffea5cda60f",1673770881,"PennController",31,0,"experiment","NULL","Scale","Scale","Choice",1673770706680,"62da4563028fbcadf46412bc","21","t21","c","all","person","claim","NULL","Michigan","English","English","English","English",1,-1.85552857664844,"all","person"
"21a80a1cb82ac4a05d8ceffea5cda60f",1673770881,"PennController",11,0,"experiment","NULL","Scale","Scale","Choice",1673770730208,"62da4563028fbcadf46412bc","1","t01","c","all","person","think","NULL","Michigan","English","English","English","English",4,-0.269051643614024,"all","person"
"21a80a1cb82ac4a05d8ceffea5cda60f",1673770881,"PennController",27,0,"experiment","NULL","Scale","Scale","Choice",1673770740200,"62da4563028fbcadf46412bc","17","t17","c","all","person","worry","NULL","Michigan","English","English","English","English",2,-1.32670293230364,"all","person"
"21a80a1cb82ac4a05d8ceffea5cda60f",1673770881,"PennController",28,0,"experiment","NULL","Scale","Scale","Choice",1673770750913,"62da4563028fbcadf46412bc","18","t18","b","each","people","profess","NULL","Michigan","English","English","English","English",3,-0.79787728795883,"each","people"
"21a80a1cb82ac4a05d8ceffea5cda60f",1673770881,"PennController",24,0,"experiment","NULL","Scale","Scale","Choice",1673770764035,"62da4563028fbcadf46412bc","14","t14","b","each","people","think","NULL","Michigan","English","English","English","English",6,0.788599645075587,"each","people"
"21a80a1cb82ac4a05d8ceffea5cda60f",1673770881,"PennController",20,0,"experiment","NULL","Scale","Scale","Choice",1673770772197,"62da4563028fbcadf46412bc","10","t10","b","each","people","profess","NULL","Michigan","English","English","English","English",5,0.259774000730782,"each","people"
"21aba3e11677d6b951a6c15d7a48b915",1673838083,"PennController",24,0,"experiment","NULL","Scale","Scale","Choice",1673837890520,"6339759d40c0cfec41fac4cb","14","t14","c","all","person","think","NULL","Ohio","English","English","English","English",6,0.936484553587822,"all","person"
"21aba3e11677d6b951a6c15d7a48b915",1673838083,"PennController",12,0,"experiment","NULL","Scale","Scale","Choice",1673837905064,"6339759d40c0cfec41fac4cb","2","t02","c","all","person","believe","NULL","Ohio","English","English","English","English",5,0.151490148374501,"all","person"
"21aba3e11677d6b951a6c15d7a48b915",1673838083,"PennController",16,0,"experiment","NULL","Scale","Scale","Choice",1673837910520,"6339759d40c0cfec41fac4cb","6","t06","c","all","person","boast","NULL","Ohio","English","English","English","English",6,0.936484553587822,"all","person"
"21aba3e11677d6b951a6c15d7a48b915",1673838083,"PennController",15,0,"experiment","NULL","Scale","Scale","Choice",1673837922224,"6339759d40c0cfec41fac4cb","5","t05","d","all","people","worry","NULL","Ohio","English","English","English","English",6,0.936484553587822,"all","people"
"21aba3e11677d6b951a6c15d7a48b915",1673838083,"PennController",26,0,"experiment","NULL","Scale","Scale","Choice",1673837928232,"6339759d40c0cfec41fac4cb","16","t16","a","each","person","believe","NULL","Ohio","English","English","English","English",6,0.936484553587822,"each","person"
"21aba3e11677d6b951a6c15d7a48b915",1673838083,"PennController",27,0,"experiment","NULL","Scale","Scale","Choice",1673837932488,"6339759d40c0cfec41fac4cb","17","t17","d","all","people","worry","NULL","Ohio","English","English","English","English",6,0.936484553587822,"all","people"
"21aba3e11677d6b951a6c15d7a48b915",1673838083,"PennController",28,0,"experiment","NULL","Scale","Scale","Choice",1673837937472,"6339759d40c0cfec41fac4cb","18","t18","c","all","person","profess","NULL","Ohio","English","English","English","English",6,0.936484553587822,"all","person"
"21aba3e11677d6b951a6c15d7a48b915",1673838083,"PennController",21,0,"experiment","NULL","Scale","Scale","Choice",1673837945352,"6339759d40c0cfec41fac4cb","11","t11","b","each","people","worry","NULL","Ohio","English","English","English","English",4,-0.633504256838821,"each","people"
"21aba3e11677d6b951a6c15d7a48b915",1673838083,"PennController",23,0,"experiment","NULL","Scale","Scale","Choice",1673837954481,"6339759d40c0cfec41fac4cb","13","t13","d","all","people","claim","NULL","Ohio","English","English","English","English",5,0.151490148374501,"all","people"
"21aba3e11677d6b951a6c15d7a48b915",1673838083,"PennController",25,0,"experiment","NULL","Scale","Scale","Choice",1673837957625,"6339759d40c0cfec41fac4cb","15","t15","b","each","people","boast","NULL","Ohio","English","English","English","English",4,-0.633504256838821,"each","people"
"21aba3e11677d6b951a6c15d7a48b915",1673838083,"PennController",14,0,"experiment","NULL","Scale","Scale","Choice",1673837960457,"6339759d40c0cfec41fac4cb","4","t04","a","each","person","claim","NULL","Ohio","English","English","English","English",4,-0.633504256838821,"each","person"
